,ratio,rndint,dataset,learning_rate,batchsize,epochs,loss,time,mape,r2,mape_test,r2_test,mape_interpolation,r2_interpolation
2861,0.75,490.0,Grid2401,0.001,661.0,200.0,35.59707260131836,0.8296732902526855,0.0497121828549128,0.3274881123974273,0.0486275937330885,0.3384956552737028,0.0845117723993969,-2.94622899641518
2862,0.75,490.0,Sobol1,0.001,9.0,200.0,9.267327308654783,33.890453815460205,0.0165281867516074,0.979020193062312,0.0150491141255568,0.9857683417930068,0.0185061652258689,0.956437335189861
2863,0.75,490.0,Sobol2,0.001,5.0,200.0,4.224560737609863,52.07123565673828,0.0143806567504658,0.9782265677915728,0.0162240299916647,0.9728728114431452,0.0168012405536905,0.957606383093422
2864,0.75,510.0,Grid1296,0.001,9.0,200.0,22.05187225341797,18.96661138534546,0.0330384988441018,0.5910110925850991,0.0391713995091669,0.4605695347139532,0.059784482128535,-0.0657016001299641
2865,0.75,510.0,Grid2401,0.001,661.0,200.0,32.126163482666016,0.8373696804046631,0.0471113796680612,0.357286424073077,0.0469171320372656,0.3049143291853019,0.0816916741120911,-2.941291460934288
2866,0.75,510.0,Sobol1,0.001,9.0,200.0,6.778076171875,34.77382016181946,0.014913671973866,0.9845361316142592,0.0149773189375843,0.9873323441734516,0.0175565524900257,0.9634871499052314
2867,0.75,510.0,Sobol2,0.001,5.0,200.0,2.953625440597534,51.91396689414978,0.015598204335267,0.9747715344204582,0.015673555922218,0.9845127567839485,0.0163354090131722,0.9606937993823238
2868,0.75,530.0,Grid1296,0.001,9.0,200.0,24.05243682861328,19.248831272125244,0.0191136666759412,0.8010125931410816,0.024153664431599,0.6733759904684795,0.0459131087645814,0.3527943939341992
2869,0.75,530.0,Grid2401,0.001,661.0,200.0,30.46389579772949,0.8349566459655762,0.0428071598302163,0.2095622361326373,0.0473536219747201,0.0067495835025553,0.0788473151973754,-3.974859451332409
2870,0.75,530.0,Sobol1,0.001,9.0,200.0,8.29318618774414,35.24643278121948,0.0271323691500371,0.9397916317014008,0.0240742454443218,0.9463149131132516,0.0283698087674856,0.9122211103378068
2871,0.75,530.0,Sobol2,0.001,5.0,200.0,6.601599216461182,52.76290726661682,0.0168123526612232,0.9760082854548284,0.015926890536047,0.981289653670216,0.0147302805487908,0.9652351350679264
2872,0.75,554.0,Grid1296,0.001,9.0,200.0,12.59547233581543,19.007999420166016,0.0371776921710423,0.4845948663340558,0.0358549507910881,0.6538025252606832,0.0654711452289247,-0.1303630850540325
2873,0.75,554.0,Grid2401,0.001,661.0,200.0,32.41154479980469,0.8299961090087891,0.04440985219676,0.4349710949861818,0.0433333843819904,0.4304125912324567,0.0789360049192054,-2.683909883615384
